score,content,sentiment
5,Pln jaya selalu,Positif
5,"PLN telah mengeluarkan sebuah Aplikasi yg sangat bagus , sehingga ketika ada gangguan listrik sangat muda.",Positif
5,Aplikasi yang sangat membantu dalam percepatan layanan pengaduan.,Positif
5,Apliksi ini sangat membantu,Positif
5,"Aplikasi PLN mobile sangat membantu dalam laporan gangguan dan keluhan kelistrikan, TERBAIK..",Positif
5,Semua makin mudah dengan PLN mobile.,Positif
5,Cepat melayani pengaduan konsumen.,Positif
5,"PLN Mobile sangat praktis dan efisien dan banyak fitur menarik PLN Mobile seperti Pengecekan, pembelian token, tambah daya dan pelayanan lainnya bisa dilakukan👌👌👌",Positif
5,Aplikasi ini sangat membantu dalam untuk pengaduan gangguan dan pembelian token ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,Positif
5,"Sangat bagus aplikasi nya banyak membantu dan simpel,promonya banyak",Positif
5,Aplikasinya bagus dan sangat membantu buat para pengguna sekitar,Positif
5,baguss terjamin cepat,Positif
5,banyak promonya mantap,Positif
5,"proses mudah, cepat,, terimakasih pln semoga selalu berkembang",Positif
5,sangat gercep pelayanannya.begitu bikin laporan langsung meluncur.trimakasih bapak2 petugas PLN,Positif
5,Mempermudah & mempercepat transaksi,Positif
5,"sat-set njirrrr, pertahankan...👍👍👍",Negatif
5,pelayanan cepat dan lebih baik,Positif
5,Sangat mudah untuk melakukan laporan gangguan,Positif
5,Memudahkan untuk yang jauh dari unit terkait,Positif
5,Mantap aplikasinya,Positif
5,"ini membantu memudahkan saya untuk mendapat info terbaru, misalnya kapan padam dll..",Positif
5,Pelayanan cepat dan good,Positif
5,Mantap,Positif
5,Mantaaap pln mobile,Positif
5,Pelayanannya sangat mantap di pln rayon Bondowoso terutama gangguanya .,Positif
5,"Pln mobile sangat membantu,mempermudah pembayaran listri terimkasih PLN love you 😘",Positif
5,Selalu suka sm pelayanan dr PLN,Positif
5,"Memang terbaik, ada kendala cpt respon",Positif
5,"Alhamdulillah... Pelayanannya cepat, hari ini pengaduan dan hari ini juga teratasi. Semoga pelayanan seperti ini terus berkelanjutan.",Positif
5,PLN tambah jaya,Positif
5,Mantap,Positif
5,Pln mantap,Positif
5,Semua Mudah Semua Bisa PLN Mobile,Positif
5,"Pelayanan terbaik cepat tanggap bersama PLN mobile, terimakasih PLN",Positif
5,Aplikasi yang sangat mudah diakses dimana saja,Positif
5,"apk PLN mobile sekarang makin canggih dan gampang di gunakan , fitur-fitur nya pun jugak lengkap",Positif
4,Pln mobile memudahkan pelanggan,Positif
5,Mantap,Positif
1,Belum dalam penanganan,Negatif
5,PLN mobile aplikasi terbaik 👍👍,Positif
5,Trimakasih PLN sangat baik dan cepat aplikasi yg memudahkan dan fleksibel dalam pengaduan pelayanan,Positif
5,Terima kasih PLN mobile sangat membantu untuk segala hal.,Positif
5,Aplikasi nya sangat mempermudah untuk melakukan laporan gangguan terimakasih pln.makin jaya,Positif
5,Pln mobile aemakin mudah bayar listrik,Positif
5,Kerreenn,Positif
5,Ditangani dengan cepat,Positif
5,Aplikasi nya mantap,Positif
5,"Terima kasih pln , dengan adanya aplikasi ini semakin di permudah jika ada kendala atau pun sedang membutuhkan bantuan..Terbaik👍",Positif
4,"Untuk komplen dan mengatasi masalah sangat fast respon, petugas dan admin juga sangat baik saat ada masalah langsung datang,namun untuk info listrik padam infonya kurang akurat jadi saya tidak bisa membedakan antara listrik padam karena habis token atau memang listrik padam keseluruhan,saat listrik padam di aplikasi masih biru padahal sekitar juga padam tidak merah,dan saran agar ada pemberitahuan token habis bukan sekedar ""token listrik segera habis"" padahal kWh masih banyak.",Positif
5,Mantap jaya selalu,Positif
5,Top markotop pelayanan cepat (gercep),Positif
5,Aplikasinya sangat membantu kami,Positif
5,Aplikasi yang sangat membantu buat laporan masyarakat tanpa harus ke kantor PLN,Positif
5,Pelayanan cepat. Laporan segera ditindaklanjuti.,Positif
5,Lebih mudah pake PLN mobile,Positif
5,"Aplikasi ini sangat membantu ,ada simulasi pasang baru,losstrom dan tambah daya Luar biasa",Positif
5,Sangat membantu..PLN Terbaik,Positif
5,sangat membatu pelayanan cepat,Positif
5,pln mobile oke,Positif
5,PLN bisa,Positif
5,PLN Terbaik mantap,Positif
5,"pasang baru sudah terpasang, terima kasih PLN Ulp Siau",Positif
5,Pln yes,Positif
5,Mantap pln mobile,Positif
5,- penambahan fitur permohonan perizinan PLTS Atap - Validasi penggunaan nik -Bug fixing,Positif
5,Lebih mudah lebih lengkap Keluhan dan gangguan listrik bisa langsung lapor lewat pln mobile.,Positif
5,"informasi yang disediakan, seperti tagihan, riwayat transaksi, dan update gangguan listrik, juga akurat dan real-time. Dengan tampilan yang sederhana dan mudah digunakan, aplikasi ini sangat memudahkan pelanggan dalam memenuhi kebutuhan listrik mereka.",Positif
5,PLN TERBAIK👍💯,Positif
5,"Pelayanan cepat, trims pln.",Positif
5,Pake aplikasi pln mobile lebih gampang dan pelayanan mantap,Positif
5,PLN Selalu memberikan penawaran produk listrik terbaik dengan promo menarik 👍👍👍👍,Positif
5,Aplikasi sangat membantu konsumen. Oy promonya jgn di tmbh aja dink. Pasang baru juga ada promonya donk,Positif
5,cepat.. sat set,Positif
5,Pln Ok,Positif
5,Mantap semua lebih mudah pakai aplikasi ini 👍,Positif
5,Aplikasi ini sangat memudahkan segala urusan yg berkaitan dengan Pelayanan PLN.... 🔥🔥🔥,Positif
5,Dengan PLN Mobile semua layanan menjadi lebih mudah dan cepat....,Positif
5,PLN Mobile semakin diupdate semakin mantap.. fitur lengkap hingga pembelian voucher SPKLU..,Positif
5,sangat membantu,Positif
5,PLN mobile tambah mantapp 👍👍👍,Positif
5,aplikasi ini sangat mudah di pergunakan oleh kalangan masyarakat..,Positif
5,Mantap,Positif
5,Aplikasinya sangat membantu dan rekomend bnget 👍👍👍,Positif
5,Sangat membantu,Positif
5,Pln mobile ok,Positif
5,Pln mobile memang bsa di andal kan,Positif
5,Aplikasi yang memudahkan laporan listrik di rumah.... Mantaaaap,Positif
1,"Percuma ad apk,status perbaikan ngk prnh di kasih tau, respons lambat sekali",Negatif
5,"PLN Mobile aplikasi yang sangat mudah digunakan, banyak fitur barunya, sy coba pake menu tambah daya, mudah di pahami",Positif
5,selalu ditingkatkan,Positif
5,Mantap,Positif
5,"Aplikasinya sangat membantu,ketika ada gangguan langsung laporan,dan langsung juga di perbaiki pokonya👍",Positif
5,Aplikasi sangat membantu terkait kelistrikan PLN dan banyak fiturnya. Terkait pembayaran usulan agar PLN Mobile bisa menambah fitur saldo sehingga pelanggan bisa transaksi lebih mudah tanpa harus melalui pihak ketiga,Positif
5,dengan menggunakan aplikasi PLN Mobile pembayaran sangat praktis tidak perlu keluar rumah hanya dengan menggunakan metode pembayaran yang telah di sediakan dan dapat memilih sesuai dengan kebutuhan Kita,Positif
5,Pelayanan nya bagus,Positif
5,Pln mobile mantap,Positif
5,Layanan cepat dan mudah bagi yg membutuh kan layanan klistrikan .pln Mobel is god,Positif
5,Aplikasinya lengkap dan bagus,Positif
1,"mau pasang baru dibuat susah pakai aplikasi ini. baru kali ini gunakan aplikasi milik pemerintah tapi banyak singkatan yg tdk diketahui awam. gimana mau daftar kalau gitu? sementara melalui telp ditolak. lain kali posisikan diri sebagai rakyat saat menggunakan aplikasinya, bukan sbg karyawan PLN yg tahu semua istilah istilahnya. heran, bukan praktis tapi bikin sulit ini sih",Negatif
5,Sangat membantu sekali,Positif
5,"Semakin lengkap fitur² nya. Sangat membantu dan memberikan kemudahan layanan. Pasang baru, tambah daya, dan info pemadaman ada dalam aplikasi ini. Ditambah lagi peningkatan fitur Payment, fitur SPLU, fitur SPKLU R2. Mantap. Semua semakin mudah mantap",Positif
5,Terima kasih atas pelayana. Untuk petugas yang selama ini kami yang telah menjalankan tugasnya dengan baik untuk itu kepada PLN Mobile tetap jaya yang pelayanan selama ini selalu baik boss,Positif
5,"Sangat membantu, memudahkan pelaporan dan pengaduan, cepat di tindak lanjuti",Positif
5,Respon cepat,Positif
5,terima kasih pln rayon karang....kami puas dengan pelayanan anda...,Positif
5,sangat baik...,Positif
5,Sangat membantu,Positif
5,"Respon cepat, mantap..",Positif
5,"Terima kasih pln mobile sangat mudah ,cepat dan tanggap",Positif
5,Ok ok,Positif
5,"Bagus, mudah dalam pembayaran, laporan gangguan listrik juga cepat tanggap, teimakasih PLN",Positif
5,👍,Positif
5,"Pln semakin maju,, terimakasih PLN",Positif
5,PLN mobile Sangat membantu sekali utk kamu semoga PLN mobile terus maju,Positif
5,mudah,Positif
5,Pln mobile sangat membantu sekli,Positif
5,"Mantap, bagus",Positif
5,Semoga bermanfaat.,Positif
5,Layanan cepat dan mudah,Positif
5,Pelayanan memuaskan,Positif
5,Terimah kasih pln punya aplikasih yg sangat membantu planggan,Positif
5,Pemasangan tambah daya sangat cepat makasih PLN,Positif
5,"PLN Mobile membantu saya jika terjadj gangguan, petugas fast respon dan juga menyelesaikan dengan baik. Mantap PLN👍",Positif
5,semoga lebih baik lagiii,Positif
5,ok trimakasih,Positif
5,Pln mobile sangat praktis untuk laporan gangguan,Positif
5,aplikasinya bagus udah gitu mudah digunakan dan tidak memakan banyak ruang. dan aplikasi ini bisa di install untuk handphone yang memiliki ram kecil.,Positif
5,"Aplikasinya bagus, simpel dan mudah digunakan cocok untuk melakukan pembayaran tagihan listrik tanpa ribet",Positif
5,Siip,Positif
5,Mantap,Positif
5,Tambah daya diskon 50% mantaaaaaap pln,Positif
5,Terima kasih PLN MOBILE. Dengan ada nya aplikasi ini jadi tahu kalau ada info pemadaman dan ga perlu repot lagi untuk lapor pengaduan. Di tambah banyak informasi diskon ubah tarif daya👌,Positif
5,Aplikasi mantap,Positif
5,Pln Telah mengeluarkan sebuah Aplikasi yg sangat bagus dan Simpel.,Positif
5,Mudah,Positif
5,Pln mobile terbaik,Positif
5,mantappp,Positif
5,Aplikasi ini sangat membantu,Positif
5,Bagus,Positif
5,Terimaksih pln mobile sangat membatu sekaki,Positif
5,Sangat bagus,Positif
5,"terbaik memang pelayanannya PLN, selalu gercep",Positif
5,Terima kasih sangat membantu sekali,Positif
5,Mantap,Positif
5,Terima kasih PLN mobile,Positif
5,Sangat membantu sekali,Positif
5,Sngat membantu,Positif
5,Fitur sangat lengkap dan bermanfaat untuk pelayanan pelanggan.,Positif
5,bagus,Positif
5,Terus maju PLN,Negatif
5,Mantapp..sangat bagus pelayanan nya😊,Positif
5,siip,Positif
5,Terimakasih pln mobile,Positif
5,petugas ramah,Positif
5,Mudah,Positif
2,Aplikasi bagus but petugasnya gak aktifin lokasinya.. jadi gak bisa di lacak.. lambat,Negatif
5,Aplikasinya sangat mendukung.,Positif
3,mempermudah layanan pln,Positif
5,"sangat memudahkan pelanggan,mksh dan selalu jaya",Positif
5,Cepat tanggap,Positif
5,Aplikasi sangat membantu...terima kasih pln..☕,Positif
5,"Buat pangaduan jadi lebih mudah ,👍",Positif
5,Saya sangat puas dgn layanan nya,Positif
5,Cukup membantu proses pasang baru,Positif
5,Pelayanan yg memuaskan,Positif
5,Pln terbaik,Positif
5,Aplikasi PLN Mobile sangat membantu saya dalam pembelian token.,Positif
5,Pln Mobele luar biasa,Negatif
5,Sangat baik.,Positif
5,.pln mobile mantap sekali,Positif
5,terimakasih PLN,Positif
5,terimakasih pln mobile,Positif
5,aplikasi sangat berguna untuk melaporkan gangguan dan masalah kelistrikan lainya,Positif
5,Alhamdulillah ada diskon 50% di bulan jan-feb 2025. Mantapp jayaa...,Negatif
5,aplikasi ini sangat bagus,Positif
5,Sangat baik,Positif
5,Sangat membantu,Positif
5,Pelanggan lebih mudah mengakses baik keluhan dan gangguan tentang listrik.Terimakasih,Positif
5,"Dengan adanya aplikasi pln mobile, sekarang semua urusan listrik semakin mudah. Baik dari segi gangguan listrik maupun permohonan pemasangan baru, tambah daya, juga bisa proses pembayaran rekening tagihan listrik. semuanya semakin mudah",Positif
5,Pln ok,Positif
5,Oke,Positif
5,Sangat bagus dan membantu sekali,Positif
5,Sangat membantu,Positif
5,"Sangat membantu,,Sukses selalu ...",Positif
5,PLN terbaik ⭐⭐⭐⭐⭐,Positif
5,Sangat memudah kan bagi kami....,Positif
5,Bayar listrik lebih mudah dan luar biasa,Positif
5,Sangat membantu,Positif
5,Mantap,Positif
5,Sangat memudahkan,Positif
5,Bagus,Positif
5,Aplikasi yg sangat keren dan membantu dlm urusan kelistrikan,Positif
5,Sngt baik,Positif
5,Bagus sekali..,Positif
5,Cepat dan responsif,Positif
5,Fast respon mantap 👍,Positif
5,good,Positif
5,Aplikasi yang sangat membantu,Positif
5,Aku puas sama aplikasi ini,Positif
5,Respon cepat,Positif
5,PLN mobile sangat membantu dalam proses pengaduan,Positif
5,Saya suka sama aplikasi ini,Negatif
5,Semoga aplikasi nya bisa bermanffat bagi kami.,Positif
5,"Mantap, cepat respon, aplikasi sangat membantu🙏🙏🙏",Positif
5,Pelayan cepat dan reponsip.,Positif
5,good,Positif
5,Sangat baguss,Positif
5,Cepat dan tanggap.,Positif
5,PLN sangat lah membantu,Positif
5,PLN MOBILE ....YES MANTAAAP,Positif
5,aplikasi sangat membatu dan respon nya cepat,Positif
5,PLN sangat memberikan kemudahan dalam melakukan pelayanan,Positif
5,Jangan lupa gunakan Aplikasi PLN mobile..🤝🙂🔥,Negatif
5,Perusahaan sudah mulai mengutamakan pelanggan dengan meluncurkan aplikasi👍👍👍,Positif
5,Terima Kasih PLN,Positif
5,"Dengan adanya aplikasi ini sangat membantu sekali, saya ingin menurunkan daya dalam 1 Minggu sudah di respon. TERIMA KASIH",Positif
5,Pln mobile terbaik👍👍,Positif
5,👍,Positif
5,Sangat membantu,Positif
5,"Mantap👍..Aplikasi ini Sangat membantu, dan respon petugas nya sangat .⚡🏃",Positif
5,"Sudah terpasang,terimakasih pln",Positif
5,Mantap,Positif
5,petugas pelayanan cepat dan ramah.,Positif
5,"suka sekali menggunakan fitur ini, mempermudah saya",Positif
5,Sangat mudah apabila ingin membayar tagihan listrik 👍,Positif
5,aplikasi plm skrng makin mudah..semoga selalu terupdate di era digitalisai,Positif
5,"baik sekali, mudah dan sangat membantu",Positif
5,PLN Mobile app sudah sangat luar biasa sangat² membantu buat keseharian dan sedikit saran khusus untuk user Token kalau bisa di cantumkan jumlah Kwh tersisa terimakasih mohon responnya,Positif
5,mantap👍,Positif
5,Untuk mengatssi gangguan pln mobile solusinya,Positif
5,"Mantap PLN, sejak pakai aplikasi pln mobile semakin mudah untuk laporan gangguan, transaksi pasang baru maupun tambah daya, informasi promo layanan dan promo-promo pembayaran terkait dengan kelistrikan.",Positif
5,Pln mobile mantap👍,Positif
5,"Pln mobil sangat membantu, mudah di gunakan, terima kasih pln mobil 👍🔥",Positif
5,Mantapp,Positif
5,Mantap 👍,Positif
5,"Aplikasi keren sangat membantu pelanggan PLN tentang masalah kelistrikan laporan gangguan, bayar listrik/beli token jdi lebih mudah. Terimakasih PLN",Positif
5,Pengaduan dengan cepat di tangani oleh PLN,Positif
5,Okee,Positif
5,"Memudahkan cek tagihan listrik, mohon respon gangguannya ditingkatkan.",Positif
5,petugas ramah dan nga minta biyaya ini itu ini itu,Positif
5,"Mantap,, pelayananya sangat bagus,, terimakasih",Positif
5,Sangat baik,Positif
5,"Dengan adanya aplikasi pln mobile, masyarakat sangat dipermudah",Positif
5,Memudah kan ok deh,Positif
5,"Aplikasi sangat membantu,infor dan fleksibel,sangat recommended pokoknya👍",Positif
5,"Cepat tanggap, best pokoknya",Positif
5,Aplikasi pln Mobel sangat membantu.,Positif
5,Sangat mudah,Positif
5,Sangat membantu,Positif
5,mantap pln sukses selalu,Positif
5,👍👍👍,Positif
5,Terima kasih aplikasi pln mobile sangat membantu pelangan,Positif
5,Mantap sekali aplikasinya..dan memudahkan kita dalam pekerjaan di bagian listrik.👍👍👍,Positif
5,Keren,Positif
5,PLN mobile sekarang melakuan transaksi pembayaran tagihan atau pembelian token semakin mudah dan berkat apk PLN mobile jika ada gangguan tidak perlu jauh-jauh ke kantor PLN tinggal klik lewat aplikasi petugas lngsung datang good job PLN mobile👏👏,Positif
5,Mantap,Positif
5,Solusi sebagai akses layan Pln,Positif
5,PLN mobile terbaik 👍,Positif
5,Pln mobile sangat amat menbantu,Positif
5,PLN mobile sangat memudahkan untuk laporan listrik,Positif
5,Mantap,Positif
4,"tentang pembaruan di aplikasi sekarang kurang detail kak, seperti contoh riwayat transaksi setelah pembayaran internet tidak ditampilkan, lalu seperti biasanya setelah pembayaran riwayat transaksi langsung terkirim ke email, tetapi sekarang tida perna itu kenapa ya?",Negatif
5,"Fiturnya semakin lengkap,apalagi bisa swacam,serta ada notif saat ada pemadaman.terimakasih PLN sukses selalu⭐⭐⭐⭐⭐",Positif
5,"Aplikasi sangat membantu sekali, tidak hanya untuk pembayaran listrik tp jg bisa untuk yang lainnya. Pokoknya the best!",Positif
5,Best,Positif
5,PLN mempermudah segalanya 🫰🫰🫰,Positif
5,"Terimakasih PLN MOBILE, terimakasih SWACAM yang keren ,gimana gak keren pelanggan bisa baca mandiri sekaligus tahu berapa tagihan listrik yg nanti akan dibayar melalui SWACAM,🌟🌟🌟🌟🌟",Positif
5,Pln mobile proses cepat,Positif
5,Pln mobile paling terbaik,Positif
5,"Dengan adanya pln mobile sekarang, sangat membantu untuk mendapat kan informasi, melakukan pembayaran listrik dan dapat melaporkan pengaduan dimana saja, serta banyak promo dan diskon 👍",Positif
5,"Dengan adanya aplikasi ini,kita jadi lebih mudah untuk mengetahui tagihan listrik kita. Dan juga msh banyak fitur2 yg lain yg bisa kita manfaatkan untuk mengetahui masalah2 kelistrikan kita.....good 👍👍👍",Positif
5,PLN mobile semakin mempermudah dan mantap,Positif
5,PLN mobile mempermudah dalam segala urusan pokoknya tidak hanya pembayaran listrik tapi juga bisa belanja kebutuhansehari' 👍 Mantabb PLN 😍,Positif
5,Aplikasinya sangat membantu,Positif
5,Mantap aplikasi terbaik fast respon,Positif
5,Aplikasi yg sangat bermanfaat,Positif
5,Pln terbaik,Positif
5,Mantap,Positif
5,pelayanan cepat,Positif
5,AFLIKASI INI SANGAT MEMUDAHKAN UNTUK BERTERANSAKSI... Bisa bayar rekening listrik dan bisa jugak belik token listrik.. Yg paling mudah ketika ada gangguan listrik kita dirumah bisa kita lapor lewat aplikasi ini.. Semoga dengan adanya aplikasi ini masyarakat bisa lebih mudah.,Positif
5,👍👍,Positif
5,"Sangat praktis, cuma klik-klik langsung selesai.",Positif
5,Terimakasih pln atas aplikasi ini,Positif
5,Mantap pln mobilesangat membantu di segala bidang tentang listrik.,Positif
5,Semoga aplikasi ini bermanfaat dan menjadi hidup lebih mudah,Positif
5,Membantu proses rubah tarif dengan mudah dan cepat,Positif
5,Pln mobile sangat membantu buat proses naik daya saya lebih cepat,Positif
5,"Pln sekarang sudah semakin maju, gampang dalam pelayanan dan mudah beli pulsa listrik, apa lagi sekarang yang punya pulsa diskon mantap lebih banyak masuknya",Positif
5,Pln mobile mantap,Positif
5,Pelayanan memuaskan banget,Positif
5,Aplikasi PLN mobile mantap,Positif
5,Pln mantap,Positif
5,Mantap,Positif
5,PLN MOBILE semua makin mudah,Positif
5,Mudah,Positif
5,Sangat membantu,Positif
5,Sangat membantu dalam melakukan transaksi kelistrikan👍,Positif
5,Terima kasih PLN mobile sudah sangat membantu,Positif
5,"Aplikasi sangat membantu,kalau ada masalah listrik tidak ribet,kita langsung dari rumah untuk buat pengaduan gangguan",Positif
5,Lumayan,Positif
5,tolong lebih diperhatikan lagi keluhan konsumennya.,Netral
5,ok sangat membatu,Positif
5,Sangat membantu dan mempermudah pekerjaan,Positif
5,Terbaik pokoknya,Positif
5,penanganan cepat dan ramah,Positif
5,Aplikasi bagus,Positif
5,Sangat baik,Positif
5,Siap membantu,Positif
5,pln mobile ok,Positif
5,pln mobile mempermudahkan masyrakat untuk kelistrikan...,Positif
5,Oke,Positif
5,Mantap,Positif
5,Mudah,Positif
5,Memudahkan pelayanan kelistrikan 👍🏻👍🏻👍🏻,Positif
5,"sangat membantu, petugas sigap yg di kantor ataupun yg di lapangan semua nya sangat baik",Positif
5,"Pelayanan semakin mudah lewat aplikasi, pasang baru, tambah daya, beli token pulsa, bisa dilakukan langsung. Sangat membantu pelanggan, Mantap 👍👍👍👍👍",Positif
5,Dengan Adanya PLN Mobile semua transaksi listrik lebih cepat💯,Positif
5,Aplikasinya keren. bermanfaat sekali🏆,Positif
1,"Dana refund saya tarik sampai berhari hari status proses aja, payah ni PLN, buat nombokin kerugian PLN kali",Negatif
5,"Aplikasi yang bagus, bermanfaat, memudahkan pelanggan transaksi dan banyak fitur yang membantu, dll.",Positif
5,sangat bagus membantu masrakat,Positif
5,Mudah diakses,Positif
5,Aplikasinya bagus,Positif
5,Terima kasih pln atas pelayanan nya sangat puas,Positif
5,Sangat baik,Positif
5,"Pelayanannya baik dan sangat cepat,,, komunikasi dengan petugas nyambung dan enak, pokoke okeh PLN",Positif
5,Terimakasih,Positif
5,Sangat membantu sekali,Positif
5,Pelayanan cepat untuk tmbah daya dan dibantu sama satpamnya,Positif
5,Dengan pln mobile semua semakin mudah..saya bisa lapor gangguan dengan mudah..terbaik..,Positif
5,PLN mobile sangat membantu untk kita ketika listrik di rumah kita mati Kita tinggal cek di PLN mobile Sangat puas,Positif
5,Mudah,Positif
5,petugas ramah..pelayanan cepat,Positif
5,PLN MOBILE handal.........,Positif
5,Pln oke,Positif
5,PLN luar biasa....👍👍👍👍👍,Positif
5,"PLN, pelayanan smakin oke",Positif
5,Mantap,Positif
5,sangat membantu,Positif
5,PLN terbaik dalam melayani pelanggan,Positif
5,Dengan pln mobile membuat isi token dan semua urusan listrik semakin mudah,Positif
5,PLN mobile terbaaaaiiiikk👍👍👍👍,Positif
5,Terimakasih PLN MOBILE,Positif
5,Kami semakin duperhatikan oleh perusahaan berkat adanya aplikasi PLN Mobile,Positif
5,"Bagus sekali, penanganan cepat",Positif
5,Dengan Pln mobile melaporkan gangguan sangat cepat. Sy juga bisa cek pengaduan sudah SMP dmn.,Positif
5,bagus,Positif
5,PLN mobile selalu yg trbaik,Positif
5,Aplikasi sangat membantu pelanggan,Positif
5,Terimakasih pln mobile sudah sangat membantu...,Positif
5,Aplikasi yg sanggat membantu bagi masyarakat.,Positif
5,pelayanan baik dan cepat,Positif
5,👍,Positif
5,fiturnya sangatt lengkapp🤩🤩,Positif
5,Bermanffat dan memudahkan,Positif
5,Pelayanan cepat dan memuaskan,Positif
5,PLN Mobile makin keren,Positif
5,"Pln mobile terbaik dan semua makin mudah pengaduan, pasang baru, dan perubahan daya. Semua tinggal dilakukan melalui PLN mobile",Positif
5,Mantap,Positif
5,Pln mobile terbaik,Positif
5,Good,Positif
5,Terima kasih pln mobile aplikasi ini sangat mantap..bisa lapor gangguan secara online,Positif
5,Top,Positif
5,Terbaik sekali,Positif
5,Alhamdulillah aplikasi PLN mobile sangat membantu dalam pelayanan,Positif
5,Semua makin mudah,Positif
5,Cepat tanggap,Positif
5,Masalah listrik semakin mudah pakai PLN Mobile,Positif
5,Aplikasi baik kita bisa losstr dn lain l ain,Positif
5,Respon yang sangat cepat dan baik,Positif
5,Sangat mudah,Positif
5,PLN TERIMAKASIH.,Positif
5,Aplikasinya sangat membantu,Positif
5,Pln terbaik,Positif
5,Pln mobile sangat bagus dan cepat dalam pelayanan nya,Positif
5,Sangat membantu sekali,Positif
5,"pln bagus untuk masyarakat,lebih muda melaporkan pemadaman dan fitur pelayanan mantap dan simpel",Positif
5,Pln semakin mudan dan cepat,Positif
5,Aplikasi yang memudahkan semua urusan pengaduan listrik,Positif
5,Terimakasih PLN mobile. Aplikasinya bagus sekali,Positif
5,Aplikasi sangat membantu,Positif
4,Wow bisa pasang internet juga,Positif
5,"Aplikasi nya sangat membantu sekali, selain itu juga penggunaan yang tidak ribet sehingga memudahkan kita untuk menggunakan nya.",Positif
5,Aplikasi baik kami bisa lapor dll,Positif
5,Aplikasi yang Keren dan Masih Keren Habis di 2025 semoga lebih cepat lagi Garcep nya...dan bisa menggunakan Ai di proses administrasinya,Positif
5,Ke bagian kk ami sekarang mudah sekali pengidian token lk East PLN mobike,Negatif
5,Pln toplah,Positif
5,"Aplikasinya sangat recommend😍😍, membantu informasi dan kegiatan terkait listrik jauh lebih mudah",Positif
5,👍👍👍👍,Positif
5,Prlanggan makin bermanfaat bagi prlanggan,Positif
5,Semua makin mudah,Positif
5,Baik,Positif
5,Pelayanannya oke,Positif
5,PLN semakin TOP... .........👍👍,Positif
5,oke,Positif
5,Aplikasi sangat membantu pelanggan di saat pengaduan listrik padam,Positif
5,Pln mobile mantap,Positif
5,Pln mobile jos tenan,Positif
5,Mantap,Positif
5,Memudahkan dalam proses pengurusan pln,Positif
5,Pln mobile sangat membantu dalam proses pbpd,Positif
5,Pelayanan cepat,Positif
5,Pln mobile sangat membantu laporan keluhan pelanggan tanpa harus datang kekantor PLN👍,Negatif
5,pln mobil mempermudah pengaduan listrik,Positif
5,Biar kan bintang betbicara,Negatif
5,"Pelayan pln bagus,lgsg di tanggapin",Positif
5,Pln mobile mantap,Positif
5,Pengaduan dalam aplikasi ini dengan cepat mendapat respon dan cepat di tangani karena PLN sekarang dengan ide Listrik Pintar semoga bisa membantu masyarkat di seluruh negeri.....jaya dan maju untuk PLN persero,Positif
5,Pln mobile terbaik dengan aplikasi ini mempermudah sy untuk melakukan pasang baru,Positif
5,Dengan Pln mobile semua ttg kelistrikan menjadi lebih cepat,Positif
5,Memudahkan,Positif
5,Cepat teratasi,Positif
5,sangat bagus,Positif
5,Terimakasih dgn aplikasi ini sangat mempermudahkan kami dalam pelporan gangguan,Positif
5,Untuk mengatasi gangguan listrik PLN mobile solusi nya,Positif
5,pln mobile sangat membantu sy dalam pelaporan gangguan tehnis.,Positif
5,Sangat membantu,Positif
5,Pelayanannya baik dan aplikasinya sangat membatu dalam hal informasi ...mantap,Positif
5,Pln makin canggh jita bisa losstrom dll mksh,Positif
5,Respon cepat dan memuaskan dalam menanggapi dan menyelesaikan keluhan pelanggan saat gangguan,Positif
5,"PLN mobile mantap.. fitur nya bagus, mudah digunakan, keren sangat membantu untuk mendapat informasi..👍👍👍",Positif
5,"Bagus sekali, tingkatkan",Positif
5,Pembelian token dengan pln mobile sangat mudah. Jadi nggak perlu keluar rumah lagi.,Positif
5,Aplikasi pln mm mobile sangat membantu saya dalam kelistrikan,Positif
5,Pln mobile sangat membntu,Positif
5,Mudah mudahan aplikasi ini slalu mnjadi yang terdepan slalu di utamakan biar amanah danbisa di percaya oleh pengguna masarakat,Positif
5,Sangat memuaskan,Positif
5,Sangat membantu,Positif
5,Aplikasi bagus menyelesaikan segala persoalan kelistrikan,Positif
5,sangat mantap,Positif
5,PLN mobile terpercaya Lebih mudah tanpa ribet Ayo download sekarang juga,Positif
5,Sangat memudahkan pelayanan PLN,Positif
5,Mantap aplikasinya sangat memudahkan saya dalam membuat laporan gangguan pln PLN TERBAIK,Positif
5,"Bagus sangat membantu saya dalam membuat pengaduan bila listrik padam di daerah saya, mantap sekali.",Positif
5,Sukses..,Positif
5,"Fitur2 yang sekarang sangat membantu, apalagi swacam dan info pemadamannya, ayo manfaatkan fitur2 terbaru di pln mobile,,,,,👍👍",Positif
5,Aplikasi pengaduan yg bisa membantu pelanggan ketika listrik padam.,Positif
5,Cepat & Tanggap Terhadap keluhan pelanggan,Positif
5,Aplikasi Sangat membantu dan memudahkan urusan pelanggan PLN PLN MOBILE mantap.,Positif
